ID,County,lon,lat,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
176,日照市,119.5334154,35.422839,5.252655428,5.339096095,5.425536761,5.511977428,5.598418094,5.684858761,5.370784726,4.609803922,5.49662862,6.855530035
177,五莲县,119.2155804,35.7556971,5.465398136,5.582503759,5.699609382,5.816715005,5.933820628,6.050926251,4.395848419,6.182227283,5.929865798,3.745454545
178,莒县,118.8757122,35.59687205,5.708827296,5.839903289,5.970979281,6.102055274,6.233131267,6.36420726,5.633274247,4.638854919,6.154017062,5.3241819
179,莱芜市,117.6665907,36.20884143,5.685715889,5.766904089,5.84809229,5.92928049,6.010468691,6.091656891,4.041245268,5.523160144,5.521640546,7.407943501
180,临沂市,118.4714915,35.55609767,5.89136003,6.01451594,6.13767185,6.260827761,6.383983671,6.507139582,5.479379648,5.423633224,6.238243184,6.076496387
181,沂南县,118.3735871,34.61922593,5.043337489,5.165591063,5.287844637,5.410098212,5.532351786,5.65460536,5.287585197,7.267354209,0.642857143,6.003
182,郯城县,118.6346173,35.79618058,5.13908205,5.220509374,5.301936697,5.383364021,5.464791345,5.546218669,7.243554819,5.366923553,5.786342733,6.21795
183,沂水县,118.363533,35.11067124,5.062820063,5.199644898,5.336469734,5.473294569,5.610119404,5.746944239,5.222761523,6.854949396,6.011715734,6.9075
184,苍山县,118.0774095,34.86361639,4.848512445,4.937495423,5.026478401,5.115461378,5.204444356,5.293427334,6.290506028,5.089704952,5.405969344,4.921415094
185,费县,117.9844251,35.27230413,4.268206527,4.338590672,4.408974816,4.479358961,4.549743106,4.620127251,4.932042254,5.420771513,4.779701972,4.902452015
186,平邑县,118.8415408,35.18081163,2.754455193,3.275762057,1.530113392,8.411275831,1.569377436,1.874235282,5.273965877,5.871437025,3.778566091,3.024
187,莒南县,116.3655567,37.44130845,4.793903584,4.890047228,4.986190872,5.082334516,5.17847816,5.274621804,5.521551934,5.367258208,5.29989551,6.97620283
188,临沭县,117.6212629,35.52306049,4.951383446,5.064389484,5.177395523,5.290401561,5.403407599,5.516413638,5.830950863,7.439202997,2.417799353,6.300297192
189,德州市,116.5894,37.34713243,6.397275434,6.484980445,6.572685456,6.660390467,6.748095477,6.835800488,7.42761194,8.083583847,7.075861347,5.514742766
190,陵县,116.8065376,37.65801875,6.892011628,7.035628116,7.179244604,7.322861092,7.46647758,7.610094068,8.069238175,7.352777294,7.580121969,5.34195037
191,宁津县,118.6574945,34.92601859,2.321552322,4.269484907,5.375754803,5.001025395,5.929968806,5.822268142,7.340973371,6.73065876,5.406053708,4.874999999
192,庆云县,117.3914524,37.78158532,5.375118297,5.460861293,5.54660429,5.632347287,5.718090284,5.80383328,6.680250348,7.796865976,5.4,4.94204918
193,临邑县,116.8734037,37.19616937,6.49739762,6.629194665,6.760991709,6.892788753,7.024585797,7.156382841,7.778964858,8.191509181,5.0496,6.01913367
194,齐河县,116.4405047,37.17122146,5.565470523,4.375175144,4.028844633,1.107538467,2.83277053,2.989853101,8.11216906,7.872035899,6.11535,5.203125
195,平原县,116.7693875,36.78994481,8.171236575,7.170610754,7.440651714,4.635383375,10.61658486,9.771503428,7.837486875,6.919507105,6.4195996,5.843023256
196,夏津县,116.0085341,36.95415486,6.221259847,6.384396731,6.547533614,6.710670498,6.873807382,7.036944265,6.858276703,7.758081363,5.8485,5.454545455
197,武城县,116.0755063,37.21922208,6.493421813,6.657065639,6.820709465,6.984353291,7.147997117,7.311640944,7.109296022,7.741479884,4.800335783,6.061422414
198,乐陵市,117.2384064,37.7359245,6.867579328,7.028465325,7.189351322,7.350237319,7.511123316,7.672009313,7.356144022,7.80021638,5.7342,6.811017712
199,禹城市,115.9915878,36.46275819,6.854890285,6.99827881,7.141667336,7.285055861,7.428444386,7.571832911,7.768019816,7.166474852,5.3976,5.86797066
200,聊城市,116.6443711,36.94024201,5.654197844,5.741039899,5.827881955,5.914724011,6.001566067,6.088408123,7.000224699,7.130974375,6.67785,6.855226841
201,阳谷县,115.7983956,36.12081551,3.646296545,3.543518238,0.002473207,3.337961625,3.235183318,3.132405011,6.998929639,6.813008697,3.966590324,6.525641026
202,莘县,116.2544929,36.34095771,5.344220248,5.429896283,5.515572318,5.601248354,5.686924389,5.772600424,6.730489859,7.156571667,6.1962,6.513467337
203,东阿县,115.6773969,36.23990712,5.550692691,5.637201982,5.723711273,5.810220565,5.896729856,5.983239147,6.987856628,6.903030519,7.589852113,6.967741935
204,冠县,115.4493958,36.49024323,5.587954011,5.701092063,5.814230114,5.927368165,6.040506217,6.153644268,6.805052533,7.096656855,6.751049611,6.331730769
205,高唐县,116.2356043,36.85159108,5.748425698,5.851724198,5.955022699,6.0583212,6.1616197,6.264918201,6.867026402,7.128959017,3.9255,7.562195122
206,临清市,115.7114696,36.84428919,5.972749753,6.090253673,7.99375,6.325261513,6.442765434,6.560269354,6.923005695,6.496299053,5.285698564,6.565880721
207,惠民县,117.5165097,37.49580311,6.266546209,6.409755246,6.552964283,6.69617332,6.839382357,6.982591394,6.750005656,6.618813716,7.3173,6.745327103
208,阳信县,117.584437,37.64733803,5.839545247,5.972884987,6.106224728,6.239564469,6.37290421,6.50624395,6.73506874,6.611956904,6.143617021,5.390625
209,无棣县,117.6324575,37.77756731,4.400987946,4.515583482,4.630179018,4.744774553,4.859370089,4.973965625,5.567882957,5.721410844,5.390625,6.845288754
210,沾化县,115.896519,34.95860565,5.272940311,5.440112662,5.607285012,5.774457363,5.941629714,6.108802065,6.120268506,6.110961366,6.183206107,6.466791045
211,博兴县,118.1174927,37.16047728,6.964740128,7.148441444,7.332142761,7.515844077,7.699545393,7.883246709,6.647185085,6.71658853,6.847165992,6.483843212
212,邹平县,118.1054544,37.70529811,6.319793046,6.457328976,6.594864907,6.732400837,6.869936768,7.007472699,6.997430422,6.797705689,4.984464567,7.144006744
213,成武县,117.7494785,36.87003222,9.011347047,8.038214921,8.821021568,8.868498105,10.24794717,9.69878129,5.995316445,5.93490195,4.91475,6.949800098
214,巨野县,115.9453933,35.5814756,5.813554933,5.953522247,6.09348956,6.233456874,6.373424188,6.513391501,5.981895862,5.92924937,6.2226,6.942149991
215,郓城县,116.101599,35.40206238,5.647796124,5.775932531,5.904068939,6.032205346,6.160341754,6.288478161,5.938121922,6.023687783,6.973951351,6.92280001
216,定陶县,115.5794374,35.07727518,4.278631027,5.217857705,4.982064422,5.26950872,5.009761184,4.83321376,5.927141782,5.995457445,6.279901114,5.030820639
217,菏泽市,115.5484572,34.83180935,3.498496269,2.820251508,2.142006747,1.463761986,0.785517225,0.107272464,5.875699735,6.142459807,5.48145,5.635957527
218,曹县,116.1115837,34.78465843,5.685352737,5.804497002,5.923641267,6.042785532,6.161929797,6.281074062,5.731603955,6.047972366,4.713600919,5.525327675
219,单县,113.6314192,34.75343885,6.019646873,6.176632969,6.333619064,6.49060516,6.647591255,6.804577351,5.953492818,5.102997784,6.027845141,4.755
220,郑州市,113.9824849,34.72501085,1.641107944,3.104446404,1.518517554,5.110088592,1.606502091,1.561270519,5.010782834,5.967567782,4.954545455,6.264267098
221,中牟县,113.028431,34.75409689,5.522645719,5.653627548,5.784609377,5.915591206,6.046573035,6.177554864,5.948859792,3.512469266,5.901162791,4.499592566
222,巩义市,115.487545,35.23940742,2.928477421,2.852355519,2.776233617,2.700111715,2.623989813,2.547867911,3.494965927,5.382891404,5.481481481,5.623217681
223,荥阳市,113.3894228,34.7938105,4.189730711,4.243834124,4.297937536,4.352040949,4.406144362,4.460247774,5.398112594,3.832858604,6.255494505,5.024813896
224,新密市,113.7464345,34.40176638,3.411257339,3.447265972,3.483274605,3.519283238,3.555291871,3.591300504,3.736961536,4.93529371,6.782511211,7.26369863
225,新郑市,114.3207651,34.80401391,4.711096603,4.778824692,4.846552782,4.914280872,4.982008961,5.049737051,4.883048483,3.062114444,5.888568224,4.951690821
226,开封市,113.3973909,34.54589798,5.222993889,5.330353921,5.437713954,5.545073986,5.652434018,5.75979405,5.450805524,6.043235726,6.643233743,5.274232962
227,杞县,114.7895921,34.55485678,8.894093521,6.498298311,8.636164792,6.823118045,6.985527911,7.147937778,5.982071188,6.175049171,6.353959859,5.268266855
228,通许县,114.4734359,34.4867718,5.445786746,5.549863105,5.653939465,5.758015824,5.862092184,5.966168543,6.134400165,5.813697318,6.80475,5.612411469
229,尉氏县,114.8252355,34.86221092,4.75707175,4.814806146,4.872540542,4.930274938,4.988009334,5.04574373,5.836460222,5.969857874,6.17685,5.681818182
230,兰考县,114.1995612,34.41722801,5.154861025,5.278925782,5.40299054,5.527055297,5.651120054,5.775184811,5.627993519,5.319410319,6.4113,7.4583
231,孟津县,112.4594213,34.62426278,5.76509324,5.390734659,7.070680313,4.984493042,7.214693635,7.186749117,4.195965522,4.186047555,5.2593,7.43835
232,栾川县,111.6224267,33.79182246,3.34375684,3.387284555,3.430812269,3.474339984,3.517867699,3.561395413,3.742313788,4.246879156,6.30795,7.56885
233,嵩县,112.0924082,34.14072156,3.026684087,3.066570818,3.106457549,3.14634428,3.18623101,3.226117741,4.222571884,4.095000252,6.81315,7.64895
234,汝阳县,112.4795033,34.15984336,3.295030824,3.330556286,3.366081747,3.401607209,3.43713267,3.472658132,3.890415172,4.2,6.326859991,7.5969
235,宜阳县,111.6595874,34.39498456,3.373696786,3.419759707,3.465822628,3.511885549,3.557948471,3.604011392,4.030344756,4.387509876,6.953070287,6.69975
236,洛宁县,112.4324075,34.4276458,3.606238543,3.695007649,3.783776754,3.87254586,3.961314965,4.050084071,4.367386709,4.431883908,6.7035,7.1877
237,伊川县,113.0614472,33.8747456,3.671023006,3.737658449,3.804293893,3.870929336,3.93756478,4.004200224,4.175260417,5.370021598,6.630911599,7.4439
238,宝丰县,112.1794654,34.54104694,3.778659336,3.806729736,3.834800136,3.862870536,3.890940936,3.919011336,5.049062228,5.275491982,4.59061072,7.04757524
239,叶县,113.3635824,33.63249167,3.987008004,4.027131448,4.067254892,4.107378336,4.14750178,4.187625224,5.194969917,3.512024048,5.91975,6.436567164
240,鲁山县,112.914434,33.74487886,3.355845722,3.35122945,3.346613178,3.341996906,3.337380634,3.332764362,3.435457121,5.401513883,5.91375,6.844530321
241,郏县,114.3995004,36.10594098,5.027667799,5.122420779,5.217173759,5.311926738,5.406679718,5.501432698,5.315955342,5.272599249,5.73075,6.836248013
242,安阳市,114.3634094,35.92764374,5.403459345,5.50735232,5.611245295,5.71513827,5.819031245,5.92292422,4.974861829,6.009920789,6.155876829,6.524258344
243,安阳县,113.2196062,33.97748629,11.12026316,11.24345,14.40355,11.86805601,11.41904326,11.50381968,5.977338836,6.32225509,5.129614108,6.45
244,汤阴县,114.5255532,35.5810454,6.214973259,6.352153523,6.489333787,6.626514051,6.763694315,6.900874578,6.3,7.385048047,5.553024262,6.15
245,滑县,113.8255902,36.08885321,6.151447135,6.275315066,6.399182997,6.523050928,6.646918859,6.77078679,7.341,5.743956851,5.326295585,6.567523534
246,内黄县,114.9075888,35.97694967,5.564797038,5.684786842,5.804776645,5.924766448,6.044756251,6.164746054,5.715034181,3.690292712,7.232876712,6.525
247,林州市,114.4767338,36.08862382,4.033998372,4.086430015,4.138861658,4.191293301,4.243724943,4.296156586,3.660005974,5.664212315,5.272277228,5.84029446
248,鹤壁市,114.2154897,35.62727702,3.044084478,5.978447324,6.796638595,7.614829867,9.099034775,9.890609462,5.642273132,7.222668704,6.388434666,6.961122581
249,浚县,114.3035936,35.75235741,6.248698337,6.478662166,6.708625995,6.938589824,7.168553654,7.398517483,7.175007571,6.959235853,5.131578947,6.970697101
250,淇县,114.5576079,35.68191731,8.674145299,6.675263202,7.703587162,0.533378685,6.290161449,6.317920099,6.951351351,6.649991853,5.136363636,6.091897233
251,新乡市,113.6634167,35.26580928,3.851582982,3.144958151,2.43833332,1.731708489,1.025083659,0.318458828,6.583137032,7.546857112,5.660467825,6.063034188
252,获嘉县,114.2115118,35.14780651,7.42927031,7.558709044,7.688147779,7.817586513,7.947025247,8.076463982,7.061995134,6.2262402,5.883999475,6.315247253
253,原阳县,113.9466237,35.07116386,3.318864131,3.022840163,2.726816194,2.430792226,2.134768258,1.838744289,6.179575927,6.629805778,7.209302069,6.277705346
254,延津县,113.8115938,35.19656441,7.168699608,7.395241587,11.09034959,7.848325544,8.074867522,8.301409501,6.577719861,7.288416344,7.3719,7.303351903
255,封丘县,114.4256062,35.04685753,6.64212695,6.817286044,6.992445138,7.167604232,7.342763325,7.517922419,7.230775095,7.068823586,7.1796,6.69920654
256,长垣县,113.9336005,35.30963993,6.064862675,6.23323112,6.401599565,6.56996801,6.738336455,6.906704899,7.005733967,6.514118996,5.8209,6.50614105
257,辉县市,113.811573,35.46795782,4.157945208,4.159019898,4.160094588,0.576137292,4.162243969,4.163318659,6.268482219,5.438917209,7.383,7.078125954
258,修武县,113.4545819,35.22932348,7.112548645,7.270784634,7.429020622,7.58725661,7.745492598,7.903728586,6.642047026,8.026028891,6.341973678,8.047399004
259,博爱县,113.070478,35.17730806,7.663124297,7.820297422,7.977470547,8.134643672,8.291816797,8.448989922,8.021259199,8.045639772,7.100306471,8.103040149
260,武陟县,113.4083958,35.10583845,7.500562998,7.637063311,7.773563623,7.910063936,8.046564248,8.18306456,8.040380435,8.09256662,7.22115,5.745
261,温县,113.0865691,34.94613549,7.022692969,7.125144746,7.227596523,4.838470948,7.432500076,7.534951853,8.087038789,5.632871795,7.31145,7.8045349
262,济源市,112.6085807,35.07290723,4.408334289,1.897759771,4.427510242,4.437098219,4.446686196,4.456274172,5.51700925,7.794022989,6.905150883,7.660203139
263,沁阳市,112.9575169,35.09378573,7.311388145,7.448439794,7.585491442,7.722543091,7.859594739,7.996646387,7.790083411,7.663058824,6.913352052,7.661816357
264,孟州市,115.1104719,35.89130817,7.438911077,7.577083672,7.715256266,7.85342886,7.991601454,8.129774048,7.653061224,7.349988644,6.274365655,7.413689743
265,濮阳市,115.0355975,35.76759303,0.78873085,1.421349118,0.797681973,11.5005344,0.847181168,0.805237401,7.287064117,7.234948454,6.699456599,7.667786117
266,清丰县,112.7973949,34.91359782,6.878616709,7.045724556,7.212832403,7.37994025,7.547048097,7.714155944,7.212007466,7.499631801,6.703356575,6.37379562
267,南乐县,115.2113862,36.07603083,5.456758227,5.584926073,6.164137401,2.324936563,6.150852245,6.189234568,7.455975214,6.21747893,6.187367483,7.070715474
268,范县,115.5105862,35.85765509,5.665706271,5.812340126,5.958973982,6.105607838,6.252241694,6.39887555,6.202486351,6.334085511,6.614258486,6.883112783
269,台前县,115.8785682,35.97501271,6.058204387,6.228959298,6.399714209,6.570469121,6.741224032,6.911978943,6.286927096,6.716287441,6.377863592,7.001936108
270,许昌县,113.8294779,34.13052548,6.262638804,6.413479066,6.564319328,6.71515959,6.865999852,7.016840114,7.300429352,7.516503188,6.438,7.393090101
271,鄢陵县,114.1846377,34.1088817,6.534640837,6.667376105,6.800111373,6.932846641,7.065581909,7.198317177,7.501501723,7.341001614,5.631,6.074550186
272,襄城县,113.5134201,33.85791182,5.793576873,5.905230049,6.016883225,6.128536401,6.240189577,6.351842753,7.296066453,6.031642846,5.9853,7.475784837
273,禹州市,113.4952236,34.14826652,4.955128993,5.040185947,5.125242901,5.210299855,5.295356809,5.380413763,5.963960279,7.423161508,6.6525,6.934527834
274,长葛市,113.8206576,34.20153875,10.75223634,7.527016142,6.037340753,4.078216989,12.22373267,12.17737236,7.393026387,6.716772824,6.7245,7.083170421
275,舞阳县,113.61549,33.4435778,4.830307942,4.895712074,4.961116207,5.026520339,5.091924472,5.157328604,6.471032437,6.559489532,5.779220779,7.717507245
276,临颍县,113.9375783,33.83269195,5.387712392,5.457283902,5.526855413,5.596426923,5.665998434,5.735569945,7.616978758,7.622934721,5.791316527,4.503067485
277,郾城县,111.7685423,34.77319704,5.182471997,5.227310342,5.272148687,5.316987032,5.361825378,5.406663723,6.896107255,4.490196078,5.923994039,3.988218768
278,渑池县,110.9004083,34.52314262,0.866265538,0.335898341,0.875627615,0.816375715,0.973474126,0.931618576,3.902046263,3.732877752,6.266611296,3.674130777
279,灵宝市,114.0133939,33.59341588,3.172682838,3.199250268,3.225817697,3.252385127,3.278952557,3.305519987,3.899540332,5.618430563,5.237676492,3.87252535
280,南阳市,112.4354252,33.4961858,4.378658001,4.392411548,4.406165095,4.419918642,4.433672188,4.447425735,5.569514416,4.088194064,5.862708018,5.043185173
281,南召县,112.5345013,32.9965622,2.72010101,8.730597015,3.615809218,4.114853097,3.451440329,3.485971223,3.991406107,5.149354013,3.400070435,3.257828237
282,方城县,113.0185028,33.26053946,3.39200566,3.406791017,3.421576375,3.436361732,3.45114709,3.465932447,5.123585933,3.437357006,5.463631139,5.252583688
283,西峡县,111.4803981,33.31331612,3.418215943,3.443276349,3.468336756,3.493397162,3.518457568,3.543517975,3.365728431,5.261798753,3.863432754,4.998119015
284,镇平县,111.8554253,33.05120311,8.716265126,8.068035833,9.639330072,9.353597385,10.48470092,10.48849693,5.242809033,5.135397911,4.970362622,3.687193126
285,内乡县,112.2415445,33.03971853,3.580431803,3.987378641,4.199856063,4.066808037,4.255705862,4.756802068,5.103524229,3.814223599,3.077442631,5.86905867
286,淅川县,111.497432,33.14418526,3.26446195,3.281095463,3.297728977,3.314362491,3.330996005,3.347629518,3.732495458,5.885590374,5.609653533,6.157680502
287,社旗县,112.9544935,33.06223669,3.758011976,3.777792934,3.797573892,3.81735485,3.837135808,3.856916766,5.841010287,5.816302828,6.048603739,7.345497201
288,唐河县,112.8134244,32.68772066,4.032822979,4.066457477,4.100091976,4.133726474,4.167360973,4.200995472,5.757777252,7.459617036,6.185035466,4.113113705
289,新野县,112.3665496,32.52663178,4.270060035,4.289612667,4.3091653,4.328717932,4.348270564,4.367823196,7.459491413,4.242260176,5.827351052,5.732383753
290,桐柏县,113.4344727,32.38513075,3.025309824,3.042661146,3.060012468,3.07736379,3.094715112,3.112066435,4.1613857,5.592294741,5.98326823,7.186570142
291,邓州市,112.0934201,32.69391744,4.302814209,4.35594283,4.409071451,4.462200072,4.515328693,4.568457314,5.583578994,7.001142745,5.67311242,7.062640644
292,商丘市,115.6624493,34.42020167,5.232459271,5.359167974,5.485876676,5.612585379,5.739294082,5.866002784,6.853167023,6.952498024,4.974909964,7.086050507
293,民权县,115.1545761,34.65247873,5.409961686,2.21268095,6.415532133,5.584379784,6.90041866,6.891200899,6.930271485,6.958693764,4.170378213,7.110050403
294,睢县,115.0784109,34.45161697,5.91686075,6.074674296,6.232487841,6.390301386,6.548114932,6.705928477,6.932211371,6.96449927,3.706856941,7.229314421
295,宁陵县,115.834473,34.4053315,4.997368226,5.11091564,5.224463054,5.338010467,5.451557881,5.565105295,6.943951546,7.096504137,3.276084408,7.184483004
296,柘城县,115.3124346,34.09736021,4.691216309,2.124945652,4.839942946,4.914306265,4.988669584,5.063032902,7.06729113,7.03526655,3.380444138,7.172506131
297,虞城县,116.1375124,34.24352347,4.894718311,5.012809324,5.130900338,5.248991351,5.367082364,5.485173378,6.995729621,7.049372656,3.316056598,7.247819953
298,夏邑县,114.0974828,32.15301455,4.881815364,4.996653683,5.111492001,5.22633032,5.341168638,5.456006956,7.022434211,7.027785642,3.700506274,4.31887273
299,永城市,116.4555661,33.93480148,3.867280016,3.777830203,3.68838039,0.900883913,3.509480763,3.42003095,6.976283485,4.361399276,3.390603317,4.270039566
300,信阳市,115.3204184,34.46663403,2.916845896,2.925074908,2.93330392,2.941532931,2.949761943,2.957990955,4.34799975,4.257062905,3.754959827,4.290163072
301,罗山县,114.925533,32.01590688,2.992926712,3.03802977,3.083132828,3.128235887,3.173338945,3.218442003,4.222542902,4.286008556,4.998430962,3.500421941
302,光山县,114.5195299,32.20915045,4.243483857,5.131980492,7.453638379,5.756571557,9.047998154,7.847455939,4.26530502,3.395956192,4.178105828,4.15603984
303,固始县,115.0584708,32.13753072,2.990958441,3.031066972,3.071175504,3.111284035,3.151392566,3.191501098,4.35893307,4.285730464,3.394521302,5.079400155
304,潢川县,115.6604879,32.17417438,2.499387802,2.486496344,2.473604886,2.460713428,2.44782197,2.434930512,4.256287529,5.048424749,5.249991654,5.252903597
305,淮滨县,115.426439,32.47946976,3.099830538,3.132506322,3.165182107,3.197857891,3.230533676,3.26320946,5.02866668,5.300179797,5.068526056,7.484997541
306,息县,114.7474531,32.34895551,3.46384121,3.510987082,3.558132954,3.605278826,3.652424698,3.699570569,5.245521403,7.480622687,4.872055141,7.511994517
307,扶沟县,114.4015098,34.06590625,6.564373559,6.692123659,6.819873759,6.947623859,7.075373958,7.203124058,7.504494082,7.50594883,4.693741572,7.511999294
308,西华县,114.5355967,33.77321533,6.51583156,6.65442045,6.79300934,6.931598229,7.070187119,7.208776009,7.504462863,7.535824106,5.935088768,7.513050306
309,商水县,115.1054555,33.41569109,5.510390163,5.592132503,5.673874844,5.755617184,5.837359524,5.919101864,7.506022922,7.508275346,6.354011127,7.516449557
310,沈丘县,114.6184159,33.54887748,5.60562973,5.673728961,5.741828191,5.809927422,5.878026652,5.946125883,7.511968325,7.512559297,7.407185155,7.513504583
311,郸城县,115.1834776,33.65082796,5.968288024,6.113878331,6.259468638,6.405058945,6.550649251,6.696239558,7.504766541,7.509423802,5.834649722,7.513053158
312,淮阳县,114.7079827,33.64308358,5.948107155,6.079341379,6.210575603,6.341809826,6.47304405,6.604278273,7.505900036,7.50747953,3.700513643,7.513500094
313,太康县,114.0274736,33.393861,6.852143906,7.01942878,7.186713654,7.353998528,7.521283402,7.688568276,7.509286072,7.509431852,5.65815716,7.624493224
314,鹿邑县,115.4905853,33.86717329,6.389566535,6.540633298,6.691700062,6.842766825,6.993833588,7.144900351,7.542042748,7.57217188,7.281016611,7.513046474
315,项城市,114.8443839,34.07003838,5.545693705,5.641822683,5.73795166,5.834080638,5.930209615,6.026338593,7.336729743,7.38609784,6.996024242,6.244464311
316,西平县,114.2704869,33.26851122,4.995660442,5.070427483,5.145194523,5.219961564,5.294728604,5.369495645,6.94441735,6.08330993,6.685192731,7.246486534
317,上蔡县,114.881514,33.47300744,4.761625344,4.861375093,4.961124842,5.060874592,5.160624341,5.26037409,6.870273428,6.989833445,7.568667785,7.13202757
318,平舆县,114.6254287,32.9679824,4.194004134,4.27022589,4.346447646,4.422669402,4.498891158,4.575112914,6.738145562,6.906075867,7.143900447,7.01452514
319,正阳县,114.3994966,32.61164108,3.662713293,3.717357402,3.77200151,3.826645618,3.881289726,3.935933834,5.8912179,6.789318584,6.248388332,5.999138682
320,确山县,113.333558,32.72973065,4.269307638,4.353682716,4.438057794,4.522432872,4.60680795,4.691183028,6.034541924,5.89199108,6.669448715,5.735085276
321,泌阳县,114.032495,32.80817569,3.620283398,3.669921639,3.719559879,3.76919812,3.818836361,3.868474602,5.55197693,5.589539973,7.32975261,6.869833162
322,汝南县,114.3694089,33.01314088,4.315015481,4.37916121,4.443306939,4.507452667,4.571598396,4.635744125,6.590474272,6.6398221,7.111265673,6.960126413
323,遂平县,114.0194415,33.1519714,3.834435012,3.873055737,3.911676463,0.577573276,3.988917915,4.027538641,6.719287958,6.76635827,6.541616364,6.571606922
324,新蔡县,114.9718491,32.75131512,4.25810737,4.344604588,4.431101805,4.517599022,4.60409624,4.690593457,6.322985262,6.378359795,6.352945215,3.625551462
325,周口市,114.7079827,33.64308358,2.033397524,3.236469755,2.475664537,2.515494517,2.649660004,2.719678549,7.452694611,3.235846868,5.078502037,2.062257954
326,西安市,108.9464656,34.34726882,4.39719869,4.442366733,4.487534775,4.532702817,4.577870859,4.623038901,4.495878525,4.474615174,1.655634759,0.293179619
327,临潼区,109.2204358,34.37274743,3.753374661,3.771930454,3.790486247,3.80904204,3.827597833,3.846153626,4.203155819,4.584658396,4.517123288,4.349977311
328,长安区,108.9135805,34.16329027,3.507511271,3.522150646,3.536790022,3.551429397,3.566068772,3.580708148,4.285353283,3.826637412,3.438434983,0.25500189
329,蓝田县,108.2284218,34.16938527,3.616758765,3.667991203,3.719223641,3.770456079,3.821688516,3.872920954,3.474491497,4.373203438,1.763438197,0.279080815
330,周至县,109.3293881,34.15762065,4.154246048,3.813826354,2.434857213,3.946218834,3.747837544,3.865028078,4.007964472,5.185278441,5.944915254,0.320019773
331,户县,108.6114202,34.11502071,4.400286873,4.434145207,4.468003541,4.501861875,4.535720208,4.569578542,4.969840213,6.795195153,7.240617433,2.263137408
332,高陵县,109.0943869,34.54109311,3.889352423,3.743900213,3.598448003,2.220422535,3.307543583,3.162091372,6.679280397,2.528500959,3.204719417,3.035899054
333,铜川市,108.9524042,34.90263708,0.291123702,1.297947679,0.190683521,1.076293869,0.222950455,0.242770083,2.188163037,3.232432432,6.244680851,2.476997579
334,耀州区,108.9864379,34.91596031,2.720980005,2.764015137,2.807050269,2.850085401,2.893120532,2.936155664,3.547684297,2.602227812,7.933043005,2.910722195
335,宜君县,107.2445754,34.36891564,1.268130922,1.775243122,1.047387068,1.809816995,1.319855885,1.275680457,2.451733135,2.857884348,8.124497992,3.599852746
336,宝鸡市,107.2445754,34.36891564,4.178809303,4.555538717,8.647072072,4.623889805,3.058748525,2.971045814,3.225347859,3.773474248,7.683688647,4.587499403
337,宝鸡县,109.1235367,35.40458219,3.10595983,3.127112978,3.148266126,3.169419274,3.190572422,4.520274953,3.980121548,4.795069426,6.483443709,5.637028109
338,凤翔县,107.2445754,34.36891564,3.37607977,3.408646602,3.441213434,3.473780265,3.506347097,3.538913929,4.466932593,6.045346906,2.311722009,5.647381589
339,岐山县,107.9064531,34.38146335,3.719019003,3.701954206,2.991790397,5.507838671,3.638738628,3.585205314,5.847347755,5.82837273,3.291793859,5.193800296
340,扶风县,107.6274473,34.44977696,3.989110889,4.0053637,4.02161651,4.037869321,4.054122132,4.070374943,5.330936552,5.239724522,4.661837061,2.462208521
341,眉县,106.8705837,34.89878025,3.010189308,2.99952401,2.444827586,3.451153846,2.855147314,2.454514948,4.955172414,2.538576376,3.219759061,2.458169325
342,陇县,107.7563981,34.28037586,10.3097619,9.823322226,9.843333333,11.4637103,12.28390434,13.10409838,2.367178421,2.577450884,2.647058824,1.77837093
343,千阳县,106.5225578,33.91658302,0.637004606,1.41941502,0.622470298,0.278422274,0.898992213,0.882955885,2.280699916,1.692974347,3.594757431,2.651951005
344,麟游县,107.7995141,34.68374867,2.036589982,2.074274237,2.111958492,2.149642746,2.187327001,2.225011255,1.516511929,3.008962868,4.265073226,2.391739748
345,凤县,107.1394662,34.6485446,5.395944504,3.504462254,4.306829766,3.741906024,4.855791524,5.97973441,2.685096154,2.467611336,4.138932319,4.610461941
346,咸阳市,108.7154225,34.33547629,5.804616401,6.345088368,6.885560336,7.426032304,7.966504272,8.50697624,4.578400547,4.873022641,3.376906318,4.510180834
347,三原县,108.9474465,34.62307896,3.390912554,3.397958003,3.405003451,3.4120489,3.419094349,3.426139797,4.26199262,4.752546038,2.048411675,4.404308589
348,泾阳县,108.2453776,34.53401827,3.700262335,3.709405205,3.718548074,3.727690944,3.736833813,3.745976682,4.338536345,4.60477556,8.466439336,4.172602571
349,乾县,108.1484688,34.69803554,6.169751901,4.9952271,4.865668649,1.172539862,5.613572502,6.982545722,4.35588565,4.304866906,6.814764107,3.689712944
350,礼泉县,108.4316155,34.48739077,3.83533626,3.834508136,3.833680011,3.832851886,3.832023762,3.831195637,3.802516941,5.348518705,6.703581103,3.779789331
351,永寿县,108.0845656,35.04961057,3.088882666,3.144765943,3.200649219,3.256532496,3.312415772,3.368299049,3.601516547,3.945018901,12.38004751,3.768484889
352,彬县,108.8493788,34.53331653,3.49960167,3.576488615,3.65337556,3.730262505,3.80714945,3.884036395,3.720147174,3.914940502,11.23125606,3.784046736
353,长武县,107.8055608,35.21165734,1.700215575,2.346892741,1.066498493,2.968882919,1.812753541,2.208874304,3.606744868,3.884650318,6.3519076,3.766362115
